type;id;lat;lon;name;operator;station
node;3804641568;50.4485726;30.5246965;Майдан Незалежності;Киев;subway
node;3806362028;50.4448488;30.5158234;Театральна;Киев;subway
node;3806362030;50.4442472;30.5058705;Університет;Киев;subway
node;3806369598;50.4416401;30.4882512;Вокзальна;Киев;subway
node;3806396836;50.4507932;30.4661270;Політехнічний інститут;Киев;subway
node;3806407690;50.4550129;30.4454369;Шулявська;Киев;subway
node;3806424761;50.4590925;30.4196880;Берестейська;Киев;subway
node;3806440513;50.4585958;30.4042048;Нивки;Киев;subway
node;3806451160;50.4578300;30.3906144;Святошин;Киев;subway
node;3806462121;50.4561717;30.3658729;Житомирська;Киев;subway
node;3806504759;50.4647043;30.3550833;Академмістечко;Киев;subway
node;3896778915;40.4148383;49.8913983;Ulduz metro;Баку;subway
node;3943961770;55.6330609;37.4418633;Румянцево;Москва;subway
node;4006225428;55.6218839;37.4243006;Саларьево;Москва;subway
node;4161594118;40.4105839;49.8136322;Memar 1c1mi;Баку;subway
node;4168101319;40.4208346;49.7954546;Avtova1zal mst;Баку;subway
node;4179047476;59.9445810;30.3598952;Чернышевская;Петербург;subway
node;4343794962;55.0433616;82.9530066;Берёзовая роща;Новосибирск;subway
node;4363629723;50.0594605;36.2017094;Перемога;Харьков;subway
node;4375793533;55.7589041;37.7460379;Шоссе Энтузиастов;Москва;light_rail
node;4379061166;55.7063123;37.6631393;Автозаводская;Москва;light_rail
node;4379061167;55.7470515;37.7377294;Андроновка;Москва;light_rail
node;4379061169;55.8455793;37.6392062;Ботанический сад;Москва;light_rail
node;4379061170;55.6901311;37.6188659;Верхние Котлы;Москва;light_rail
node;4379061171;55.8473436;37.5918934;Владыкино;Москва;light_rail
node;4379061172;55.7475553;37.5320320;Деловой центр;Москва;light_rail
node;4379061173;55.7884942;37.5043625;Зорге;Москва;light_rail
node;4379061174;55.7897913;37.7432130;Измайлово;Москва;light_rail
node;4379061176;55.8396193;37.5201074;Коптево;Москва;light_rail
node;4379061177;55.6898387;37.6057607;Крымская;Москва;light_rail
node;4379061178;55.7399173;37.5340531;Кутузовская;Москва;light_rail
node;4379061179;55.8471565;37.5514638;Лихоборы;Москва;light_rail
node;4379061181;55.7206173;37.5613109;Лужники;Москва;light_rail
node;4379061183;55.8489281;37.5711327;Окружная;Москва;light_rail
node;4379061184;55.7990098;37.4990272;Панфиловская;Москва;light_rail
node;4379061185;55.7069679;37.5863972;Площадь Гагарина;Москва;light_rail
node;4379061187;55.7713304;37.7450661;Соколиная Гора;Москва;light_rail
node;4379061188;55.8137004;37.4869799;Стрешнево;Москва;light_rail
node;4379061589;55.7184497;37.6977066;Угрешская;Москва;light_rail
node;4379061590;55.7573004;37.5256526;Шелепиха;Москва;light_rail
node;4397879996;55.8293089;37.7024844;Белокаменная;Москва;light_rail
node;4404057364;55.8229569;37.5878093;Фонвизинская;Москва;subway
node;4409542907;55.8258614;37.4964208;Балтийская;Москва;light_rail
node;4488251068;55.7126510;37.6778388;Дубровка;Москва;light_rail
node;4632061332;41.7499021;44.7799801;111111;Тбилиси;subway
node;4709806342;59.8560966;30.3961492;Проспект Славы;Петербург;subway
node;4709806343;59.8401649;30.4099628;Дунайская;Петербург;subway
node;4709806344;59.8213223;30.4315627;Шушары;Петербург;subway
node;4737155708;55.7247619;37.4967453;Минская;Москва;subway
node;4737155709;55.7072008;37.5161608;Ломоносовский проспект;Москва;subway
node;4737155710;55.6976085;37.4984465;Раменки;Москва;subway
node;4739808708;55.8170310;37.7373315;Бульвар Рокоссовского;Москва;light_rail
node;4833096162;55.7771309;37.5073589;Хорошёво;Москва;light_rail
node;4833122335;55.8041340;37.7460048;Локомотив;Москва;light_rail
node;4833126188;55.7321929;37.7281427;Нижегородская;Москва;light_rail
node;4833132227;55.7241190;37.7170270;Новохохловская;Москва;light_rail
node;4833137665;55.6978975;37.6475367;ЗИЛ;Москва;light_rail
node;4847996860;55.8134351;37.6026700;Бутырская;Москва;subway
node;4900057205;43.2508812;76.9455652;Алмалы;Алматы;subway
node;4927798806;55.7444057;37.5653180;Киевская;Москва;subway
node;4946155636;59.9226000;30.3845442;Площадь Александра Невского 2;Петербург;subway
node;5137578904;56.3209761;43.9471056;Московская;Нижний_новгород;subway
node;5174653609;55.6549620;37.6486874;Каширская;Москва;subway
node;5176248501;55.7307410;37.4459445;Кунцевская;Москва;subway
node;5176248502;55.7305945;37.4460143;Кунцевская;Москва;subway
node;5176322725;55.7555324;37.6335865;Китай-город;Москва;subway
node;5176322726;55.7554765;37.6332110;Китай-город;Москва;subway
node;5176445915;55.7354914;37.5942922;Парк Культуры;Москва;subway
node;5176509731;40.4106092;49.8135575;Memar 1c1mi;Баку;subway
node;5188836356;40.3798619;49.8486359;28 May;Баку;subway
node;5202080141;55.8346874;37.5748248;Петровско-Разумовская;Москва;subway
node;5202080142;55.8349897;37.5744209;Петровско-Разумовская;Москва;subway
node;5202107560;55.8183044;37.4357519;Спартак;Москва;subway
node;5202107562;55.8087525;37.6389375;Алексеевская;Москва;subway
node;5202107564;55.8036918;37.4031404;Строгино;Москва;subway
node;5202107566;55.8252026;37.3852949;Мякинино;Москва;subway
node;5202107568;55.8355134;37.3822424;Волоколамская;Москва;subway
node;5202107570;55.7579973;37.6580796;Курская;Москва;subway
node;5202107572;55.7568632;37.6567226;Чкаловская;Москва;subway
node;5202107573;55.7572385;37.6593527;Курская;Москва;subway
node;5202107574;55.8212919;37.6413461;ВДНХ;Москва;subway
node;5202107576;55.8052480;37.5151206;Сокол;Москва;subway
node;5267558014;41.7655249;44.7901827;11111111;Тбилиси;subway
node;5267935777;50.3933354;30.4882230;Васильківська;Киев;subway
node;5267935778;50.4397635;30.5197818;Палац спорту;Киев;subway
node;5267935779;50.3942466;30.6051656;Славутич;Киев;subway
node;5267935780;50.3951862;30.6162493;Осокорки;Киев;subway
node;5267935781;50.4768568;30.4332837;Сирець;Киев;subway
node;5267955452;50.4094593;30.6961767;Червоний хутір;Киев;subway
node;5267955453;50.3824987;30.4775836;Виставковий центр;Киев;subway
node;5267955454;50.3765534;30.4690454;Іподром;Киев;subway
node;5267955455;50.3669951;30.4541664;Теремки;Киев;subway
node;5267955456;50.4729404;30.4526290;Дорогожичі;Киев;subway
node;5308689093;55.8781328;37.4807583;Ховрино;Москва;subway
node;5332867819;40.1546043;44.5071543;11111111 11111;Ереван;subway
node;5332871621;40.1410722;44.4986571;111111111111;Ереван;subway
node;5332871623;40.1502947;44.4826370;1111111 111111 11111111;Ереван;subway
node;5332871624;40.1449161;44.4858505;11111111;Ереван;subway
node;5362524991;50.5015331;30.4982231;Оболонь;Киев;subway
node;5362526369;50.5226843;30.4988788;Героїв Дніпра;Киев;subway
node;5369186762;59.9305438;30.3576212;Маяковская;Петербург;subway
node;5369186787;59.9260840;30.3478731;Владимирская;Петербург;subway
node;5377634301;40.1715903;44.5133798;1111111 11111111;Ереван;subway
node;5377634303;40.1783274;44.5159169;11111111111111 11111111;Ереван;subway
node;5377634304;40.1872002;44.5212229;1111111111111;Ереван;subway
node;5377634306;40.1916418;44.5060238;111111 111111111;Ереван;subway
node;5377634307;40.1977277;44.4934429;11111111111111;Ереван;subway
node;5385958164;59.9848440;30.3443186;Лесная;Петербург;subway
node;5436404611;55.7767037;37.5192001;Хорошёвская;Москва;subway
node;5436412993;55.7918907;37.5570509;Петровский парк;Москва;subway
node;5436420781;55.7865610;37.5332007;ЦСКА;Москва;subway
node;5436430994;55.7571292;37.5240139;Шелепиха;Москва;subway
node;5436457732;55.7488716;37.5395285;Деловой центр;Москва;subway
node;5482245444;55.8666024;37.5470455;Селигерская;Москва;subway
node;5482407019;55.8560583;37.5612030;Верхние Лихоборы;Москва;subway
node;5482410676;55.8460399;37.5736856;Окружная;Москва;subway
node;5505648417;48.6904416;44.4889024;ТЮЗ;Волгоград;light_rail
node;5505648418;48.6971446;44.5002159;Профсоюзная;Волгоград;light_rail
node;5505648419;48.6809662;44.4709396;Ельшанка;Волгоград;light_rail
node;5505648420;48.7980682;44.6027085;ВгТЗ;Волгоград;light_rail
node;5505649021;48.7920341;44.5986309;Хлебозавод;Волгоград;light_rail
node;5505649022;48.7864980;44.5920886;Автоцентр;Волгоград;light_rail
node;5505649023;48.7817190;44.5826925;Больница Ильича;Волгоград;light_rail
node;5505649024;48.7767939;44.5753098;Завод «Баррикады»;Волгоград;light_rail
node;5505649025;48.7739825;44.5711684;Гимназия №14;Волгоград;light_rail
node;5505649026;48.7708952;44.5674938;Стадион «Монолит»;Волгоград;light_rail
node;5505649027;48.7630660;44.5601231;Завод «Красный Октябрь»;Волгоград;light_rail
node;5505649028;48.7569783;44.5546500;ул. им. 39-й Гвардейской дивизии;Волгоград;light_rail
node;5505649029;48.7508580;44.5498516;Площадь Возрождения;Волгоград;light_rail
node;5505649030;48.7463738;44.5489782;Дворец спорта;Волгоград;light_rail
node;5505649031;48.7393023;44.5471399;Мамаев курган;Волгоград;light_rail
node;5505649034;48.7298065;44.5398691;ЦПКиО;Волгоград;light_rail
node;5505649035;48.7267983;44.5380405;ТРК «Европа»;Волгоград;light_rail
node;5505649036;48.7172316;44.5301145;Площадь Ленина;Волгоград;light_rail
node;5505649037;48.7092118;44.5203379;Комсомольская;Волгоград;light_rail
node;5505649038;48.7031803;44.5100543;Пионерская;Волгоград;light_rail
node;5505649039;48.7023413;44.5052907;Площадь Чекистов;Волгоград;light_rail
